"234","2014-01-01 00:00:00","0","804","1","0","0","6371519","0","03"
"234","2014-02-01 00:00:00","0","804","1","0","0","1202059","0","03"
"234","2014-03-01 00:00:00","0","804","1","0","0","479988","0","03"
"234","2014-04-01 00:00:00","0","804","1","0","0","909193","0","03"
"234","2014-05-01 00:00:00","0","804","1","0","0","166967","0","03"
"234","2014-06-01 00:00:00","0","804","1","0","0","2736273","0","03"
"234","2014-10-01 00:00:00","0","804","1","0","0","427264","0","03"
"234","2014-07-01 00:00:00","0","804","1","0","0","1016071","0","03"
"234","2014-08-01 00:00:00","0","804","1","0","0","455585","0","03"
"234","2014-09-01 00:00:00","0","804","1","0","0","94730","0","03"
"234","2014-11-01 00:00:00","0","804","1","0","0","327075","0","03"
"234","2014-12-01 00:00:00","0","804","1","0","0","913750","0","03"
"234","2014-12-01 00:00:00","707926","804","1","0","0","913750","0","0303"
"234","2014-11-01 00:00:00","236640","804","1","0","0","327075","0","0303"
"234","2014-09-01 00:00:00","101200","804","1","0","0","94730","0","0303"
"234","2014-08-01 00:00:00","401480","804","1","0","0","455585","0","0303"
"234","2014-07-01 00:00:00","928465","804","1","0","0","1016071","0","0303"
"234","2014-10-01 00:00:00","354225","804","1","0","0","427264","0","0303"
"234","2014-06-01 00:00:00","2464678","804","1","0","0","2736273","0","0303"
"234","2014-05-01 00:00:00","194675","804","1","0","0","166967","0","0303"
"234","2014-04-01 00:00:00","725670","804","1","0","0","909193","0","0303"
"234","2014-03-01 00:00:00","399990","804","1","0","0","479988","0","0303"
"234","2014-02-01 00:00:00","678925","804","1","0","0","1202059","0","0303"
"234","2014-01-01 00:00:00","3038416","804","1","0","0","5759942","0","0303"
"234","2014-01-01 00:00:00","25900","804","1","0","0","41958","0","030313"
"234","2014-02-01 00:00:00","45400","804","1","0","0","62238","0","030313"
"234","2014-04-01 00:00:00","37800","804","1","0","0","34327","0","030313"
"234","2014-05-01 00:00:00","37800","804","1","0","0","33171","0","030313"
"234","2014-06-01 00:00:00","116680","804","1","0","0","111586","0","030313"
"234","2014-10-01 00:00:00","132900","804","1","0","0","104293","0","030313"
"234","2014-07-01 00:00:00","65400","804","1","0","0","61896","0","030313"
"234","2014-08-01 00:00:00","43400","804","1","0","0","44352","0","030313"
"234","2014-09-01 00:00:00","42700","804","1","0","0","41530","0","030313"
"234","2014-11-01 00:00:00","87600","804","1","0","0","76525","0","030313"
"234","2014-12-01 00:00:00","43400","804","1","0","0","32674","0","030313"
"234","2014-12-01 00:00:00","122220","804","1","0","0","144772","0","030351"
"234","2014-09-01 00:00:00","58500","804","1","0","0","53200","0","030351"
"234","2014-08-01 00:00:00","358080","804","1","0","0","411233","0","030351"
"234","2014-07-01 00:00:00","610506","804","1","0","0","713785","0","030351"
"234","2014-10-01 00:00:00","49000","804","1","0","0","59261","0","030351"
"234","2014-06-01 00:00:00","1885673","804","1","0","0","2188195","0","030351"
"234","2014-04-01 00:00:00","687870","804","1","0","0","874866","0","030351"
"234","2014-02-01 00:00:00","478500","804","1","0","0","732105","0","030351"
"234","2014-03-01 00:00:00","399990","804","1","0","0","479988","0","030351"
"234","2014-01-01 00:00:00","1900140","804","1","0","0","2977207","0","030351"
"234","2014-01-01 00:00:00","1083476","804","1","0","0","2703187","0","030354"
"234","2014-02-01 00:00:00","155025","804","1","0","0","407716","0","030354"
"234","2014-06-01 00:00:00","32640","804","1","0","0","81658","0","030354"
"234","2014-10-01 00:00:00","116750","804","1","0","0","211251","0","030354"
"234","2014-07-01 00:00:00","13215","804","1","0","0","33157","0","030354"
"234","2014-12-01 00:00:00","428344","804","1","0","0","629874","0","030354"
"234","2014-11-01 00:00:00","149040","804","1","0","0","250550","0","030354"
"234","2014-12-01 00:00:00","113962","804","1","0","0","106431","0","030368"
"234","2014-07-01 00:00:00","212212","804","1","0","0","160554","0","030368"
"234","2014-10-01 00:00:00","55575","804","1","0","0","52459","0","030368"
"234","2014-06-01 00:00:00","390805","804","1","0","0","297138","0","030368"
"234","2014-05-01 00:00:00","156875","804","1","0","0","133796","0","030368"
"234","2014-06-01 00:00:00","38880","804","1","0","0","57695","0","030389"
"234","2014-01-01 00:00:00","28900","804","1","0","0","37590","0","030389"
"234","2014-07-01 00:00:00","27132","804","1","0","0","46680","0","030389"
"234","2014-01-01 00:00:00","310071","804","1","0","0","611578","0","0304"
"234","2014-01-01 00:00:00","310071","804","1","0","0","611578","0","030486"
"234","2014-10-01 00:00:00","0","804","1","0","0","6","0","34"
"234","2014-10-01 00:00:00","115","804","1","0","0","6","0","3406"
